720,1,1,0,1.281315
720,1,10,0,0.133883
720,1,30,0,0.055150
720,1,50,0,0.035259
720,1,70,0,0.032219
720,1,90,0,0.022779
720,1,110,0,0.022674
720,1,130,0,0.020706
720,1,150,0,0.018765
720,1,170,0,0.020805
720,1,190,0,0.020761
720,1,210,0,0.023293
720,1,230,0,0.022984
720,1,250,0,0.021733
720,2,1,0,0.662336
720,2,10,0,0.070387
720,2,30,0,0.028325
720,2,50,0,0.017868
720,2,70,0,0.017042
720,2,90,0,0.011718
720,2,110,0,0.011882
720,2,130,0,0.011002
720,2,150,0,0.009594
720,2,170,0,0.010835
720,2,190,0,0.011146
720,2,210,0,0.010428
720,2,230,0,0.010330
720,2,250,0,0.010297
720,4,1,0,0.323008
720,4,10,0,0.036299
720,4,30,0,0.014461
720,4,50,0,0.009110
720,4,70,0,0.008820
720,4,90,0,0.005825
720,4,110,0,0.006980
720,4,130,0,0.006996
720,4,150,0,0.006961
720,4,170,0,0.008787
720,4,190,0,0.009989
720,4,210,0,0.011655
720,4,230,0,0.011135
720,4,250,0,0.014249
720,8,1,0,0.164623
720,8,10,0,0.018477
720,8,30,0,0.007844
720,8,50,0,0.005655
720,8,70,0,0.007618
720,8,90,0,0.004755
720,8,110,0,0.009496
720,8,130,0,0.012348
720,8,150,0,0.012802
720,8,170,0,0.010854
720,8,190,0,0.012723
720,8,210,0,0.014515
720,8,230,0,0.012457
720,8,250,0,0.012607
1080,1,1,0,2.791949
1080,1,10,0,0.310383
1080,1,30,0,0.126751
1080,1,50,0,0.079302
1080,1,70,0,0.075671
1080,1,90,0,0.052506
1080,1,110,0,0.051942
1080,1,130,0,0.048972
1080,1,150,0,0.043349
1080,1,170,0,0.047363
1080,1,190,0,0.047394
1080,1,210,0,0.045159
1080,1,230,0,0.042630
1080,1,250,0,0.041871
1080,2,1,0,1.430826
1080,2,10,0,0.159783
1080,2,30,0,0.064343
1080,2,50,0,0.040321
1080,2,70,0,0.038536
1080,2,90,0,0.026349
1080,2,110,0,0.026571
1080,2,130,0,0.024940
1080,2,150,0,0.022285
1080,2,170,0,0.024317
1080,2,190,0,0.024881
1080,2,210,0,0.024218
1080,2,230,0,0.023066
1080,2,250,0,0.023714
1080,4,1,0,0.730526
1080,4,10,0,0.082154
1080,4,30,0,0.032889
1080,4,50,0,0.020770
1080,4,70,0,0.019958
1080,4,90,0,0.014142
1080,4,110,0,0.015272
1080,4,130,0,0.016304
1080,4,150,0,0.018559
1080,4,170,0,0.020675
1080,4,190,0,0.021151
1080,4,210,0,0.026450
1080,4,230,0,0.030689
1080,4,250,0,0.024719
1080,8,1,0,0.373835
1080,8,10,0,0.041526
1080,8,30,0,0.018076
1080,8,50,0,0.013657
1080,8,70,0,0.017451
1080,8,90,0,0.019970
1080,8,110,0,0.024492
1080,8,130,0,0.024310
1080,8,150,0,0.030557
1080,8,170,0,0.032220
1080,8,190,0,0.024466
1080,8,210,0,0.034778
1080,8,230,0,0.035455
1080,8,250,0,0.028557
2160,1,1,0,11.280044
2160,1,10,0,1.259744
2160,1,30,0,0.521241
2160,1,50,0,0.327279
2160,1,70,0,0.296869
2160,1,90,0,0.211617
2160,1,110,0,0.204410
2160,1,130,0,0.197473
2160,1,150,0,0.174738
2160,1,170,0,0.190752
2160,1,190,0,0.194045
2160,1,210,0,0.185134
2160,1,230,0,0.174527
2160,1,250,0,0.167441
2160,2,1,0,5.755660
2160,2,10,0,0.645345
2160,2,30,0,0.261054
2160,2,50,0,0.163733
2160,2,70,0,0.151963
2160,2,90,0,0.106262
2160,2,110,0,0.103875
2160,2,130,0,0.100411
2160,2,150,0,0.089330
2160,2,170,0,0.099791
2160,2,190,0,0.101945
2160,2,210,0,0.096967
2160,2,230,0,0.095472
2160,2,250,0,0.094981
2160,4,1,0,2.943023
2160,4,10,0,0.327163
2160,4,30,0,0.132010
2160,4,50,0,0.083532
2160,4,70,0,0.080183
2160,4,90,0,0.058231
2160,4,110,0,0.062221
2160,4,130,0,0.065959
2160,4,150,0,0.074557
2160,4,170,0,0.083847
2160,4,190,0,0.091066
2160,4,210,0,0.107449
2160,4,230,0,0.126051
2160,4,250,0,0.136401
2160,8,1,0,1.530677
2160,8,10,0,0.167681
2160,8,30,0,0.072868
2160,8,50,0,0.057551
2160,8,70,0,0.068917
2160,8,90,0,0.074901
2160,8,110,0,0.100081
2160,8,130,0,0.115135
2160,8,150,0,0.126053
2160,8,170,0,0.131884
2160,8,190,0,0.136042
2160,8,210,0,0.142143
2160,8,230,0,0.144439
2160,8,250,0,0.114230
