8,1,10,0.000036
8,1,30,0.000013
8,1,50,0.000013
8,1,70,0.000011
8,1,90,0.000011
8,1,110,0.000011
8,1,130,0.000021
8,1,150,0.000011
8,1,170,0.000010
8,1,190,0.000009
8,1,210,0.000010
8,1,230,0.000012
8,1,250,0.000012
8,2,10,0.000015
8,2,30,0.000011
8,2,50,0.000010
8,2,70,0.000010
8,2,90,0.000010
8,2,110,0.000009
8,2,130,0.000010
8,2,150,0.000010
8,2,170,0.000011
8,2,190,0.000010
8,2,210,0.000010
8,2,230,0.000010
8,2,250,0.000010
8,4,10,0.000011
8,4,30,0.000009
8,4,50,0.000010
8,4,70,0.000010
8,4,90,0.000010
8,4,110,0.000009
8,4,130,0.000010
8,4,150,0.000010
8,4,170,0.000009
8,4,190,0.000010
8,4,210,0.000010
8,4,230,0.000010
8,4,250,0.000010
8,8,10,0.000010
8,8,30,0.000010
8,8,50,0.000010
8,8,70,0.000010
8,8,90,0.000010
8,8,110,0.000009
8,8,130,0.000011
8,8,150,0.000010
8,8,170,0.000011
8,8,190,0.000010
8,8,210,0.000009
8,8,230,0.000010
8,8,250,0.000010
8,12,10,0.000011
8,12,30,0.000010
8,12,50,0.000009
8,12,70,0.000010
8,12,90,0.000010
8,12,110,0.000010
8,12,130,0.000010
8,12,150,0.000010
8,12,170,0.000010
8,12,190,0.000013
8,12,210,0.000011
8,12,230,0.000012
8,12,250,0.000011
16,1,10,0.000056
16,1,30,0.000019
16,1,50,0.000016
16,1,70,0.000014
16,1,90,0.000013
16,1,110,0.000012
16,1,130,0.000012
16,1,150,0.000013
16,1,170,0.000012
16,1,190,0.000012
16,1,210,0.000012
16,1,230,0.000012
16,1,250,0.000012
16,2,10,0.000024
16,2,30,0.000015
16,2,50,0.000013
16,2,70,0.000014
16,2,90,0.000012
16,2,110,0.000012
16,2,130,0.000011
16,2,150,0.000012
16,2,170,0.000011
16,2,190,0.000017
16,2,210,0.000015
16,2,230,0.000015
16,2,250,0.000014
16,4,10,0.000018
16,4,30,0.000015
16,4,50,0.000015
16,4,70,0.000015
16,4,90,0.000013
16,4,110,0.000013
16,4,130,0.000013
16,4,150,0.000013
16,4,170,0.000013
16,4,190,0.000015
16,4,210,0.000015
16,4,230,0.000015
16,4,250,0.000015
16,8,10,0.000017
16,8,30,0.000014
16,8,50,0.000011
16,8,70,0.000011
16,8,90,0.000011
16,8,110,0.000011
16,8,130,0.000010
16,8,150,0.000012
16,8,170,0.000011
16,8,190,0.000015
16,8,210,0.000012
16,8,230,0.000011
16,8,250,0.000012
16,12,10,0.000013
16,12,30,0.000010
16,12,50,0.000015
16,12,70,0.000014
16,12,90,0.000014
16,12,110,0.000013
16,12,130,0.000010
16,12,150,0.000011
16,12,170,0.000011
16,12,190,0.000016
16,12,210,0.000016
16,12,230,0.000014
16,12,250,0.000014
32,1,10,0.000174
32,1,30,0.000083
32,1,50,0.000057
32,1,70,0.000040
32,1,90,0.000038
32,1,110,0.000032
32,1,130,0.000024
32,1,150,0.000045
32,1,170,0.000045
32,1,190,0.000032
32,1,210,0.000026
32,1,230,0.000025
32,1,250,0.000023
32,2,10,0.000090
32,2,30,0.000045
32,2,50,0.000033
32,2,70,0.000024
32,2,90,0.000023
32,2,110,0.000021
32,2,130,0.000017
32,2,150,0.000019
32,2,170,0.000020
32,2,190,0.000020
32,2,210,0.000019
32,2,230,0.000019
32,2,250,0.000018
32,4,10,0.000049
32,4,30,0.000027
32,4,50,0.000021
32,4,70,0.000016
32,4,90,0.000017
32,4,110,0.000016
32,4,130,0.000013
32,4,150,0.000014
32,4,170,0.000015
32,4,190,0.000015
32,4,210,0.000014
32,4,230,0.000015
32,4,250,0.000015
32,8,10,0.000029
32,8,30,0.000020
32,8,50,0.000015
32,8,70,0.000015
32,8,90,0.000015
32,8,110,0.000015
32,8,130,0.000014
32,8,150,0.000014
32,8,170,0.000013
32,8,190,0.000015
32,8,210,0.000014
32,8,230,0.000015
32,8,250,0.000013
32,12,10,0.000022
32,12,30,0.000016
32,12,50,0.000013
32,12,70,0.000014
32,12,90,0.000013
32,12,110,0.000014
32,12,130,0.000014
32,12,150,0.000013
32,12,170,0.000013
32,12,190,0.000014
32,12,210,0.000013
32,12,230,0.000013
32,12,250,0.000016
64,1,10,0.001125
64,1,30,0.000526
64,1,50,0.000415
64,1,70,0.000297
64,1,90,0.000273
64,1,110,0.000247
64,1,130,0.000159
64,1,150,0.000208
64,1,170,0.000151
64,1,190,0.000228
64,1,210,0.000171
64,1,230,0.000215
64,1,250,0.000135
64,2,10,0.000575
64,2,30,0.000278
64,2,50,0.000196
64,2,70,0.000133
64,2,90,0.000126
64,2,110,0.000115
64,2,130,0.000081
64,2,150,0.000113
64,2,170,0.000094
64,2,190,0.000112
64,2,210,0.000103
64,2,230,0.000103
64,2,250,0.000073
64,4,10,0.000298
64,4,30,0.000139
64,4,50,0.000096
64,4,70,0.000071
64,4,90,0.000060
64,4,110,0.000062
64,4,130,0.000042
64,4,150,0.000056
64,4,170,0.000061
64,4,190,0.000062
64,4,210,0.000052
64,4,230,0.000054
64,4,250,0.000046
64,8,10,0.000154
64,8,30,0.000088
64,8,50,0.000062
64,8,70,0.000048
64,8,90,0.000061
64,8,110,0.000044
64,8,130,0.000041
64,8,150,0.000047
64,8,170,0.000048
64,8,190,0.000048
64,8,210,0.000057
64,8,230,0.000061
64,8,250,0.000060
64,12,10,0.000107
64,12,30,0.000060
64,12,50,0.000046
64,12,70,0.000045
64,12,90,0.000040
64,12,110,0.000039
64,12,130,0.000047
64,12,150,0.000053
64,12,170,0.000063
64,12,190,0.000059
64,12,210,0.000074
64,12,230,0.000054
64,12,250,0.000051
128,1,10,0.008371
128,1,30,0.004112
128,1,50,0.003127
128,1,70,0.002636
128,1,90,0.002602
128,1,110,0.002429
128,1,130,0.001962
128,1,150,0.002299
128,1,170,0.001706
128,1,190,0.002192
128,1,210,0.002072
128,1,230,0.001920
128,1,250,0.001754
128,2,10,0.004283
128,2,30,0.002094
128,2,50,0.001585
128,2,70,0.001261
128,2,90,0.001125
128,2,110,0.001071
128,2,130,0.000784
128,2,150,0.000950
128,2,170,0.000741
128,2,190,0.000913
128,2,210,0.000901
128,2,230,0.000899
128,2,250,0.000887
128,4,10,0.002195
128,4,30,0.001079
128,4,50,0.000731
128,4,70,0.000546
128,4,90,0.000501
128,4,110,0.000475
128,4,130,0.000431
128,4,150,0.000447
128,4,170,0.000383
128,4,190,0.000459
128,4,210,0.000437
128,4,230,0.000403
128,4,250,0.000425
128,8,10,0.001134
128,8,30,0.000673
128,8,50,0.000451
128,8,70,0.000483
128,8,90,0.000450
128,8,110,0.000392
128,8,130,0.000274
128,8,150,0.000395
128,8,170,0.000400
128,8,190,0.000393
128,8,210,0.000399
128,8,230,0.000404
128,8,250,0.000328
128,12,10,0.000788
128,12,30,0.000425
128,12,50,0.000301
128,12,70,0.000313
128,12,90,0.000296
128,12,110,0.000268
128,12,130,0.000276
128,12,150,0.000288
128,12,170,0.000198
128,12,190,0.000253
128,12,210,0.000265
128,12,230,0.000250
128,12,250,0.000245
256,1,10,0.055725
256,1,30,0.027630
256,1,50,0.021155
256,1,70,0.019908
256,1,90,0.018910
256,1,110,0.018999
256,1,130,0.019052
256,1,150,0.018337
256,1,170,0.018047
256,1,190,0.018197
256,1,210,0.017335
256,1,230,0.017248
256,1,250,0.016683
256,2,10,0.028147
256,2,30,0.013880
256,2,50,0.010439
256,2,70,0.009560
256,2,90,0.009161
256,2,110,0.008821
256,2,130,0.008283
256,2,150,0.008116
