720,1,1,0,1.324503
720,1,10,0,0.141617
720,1,30,0,0.057227
720,1,50,0,0.035577
720,1,70,0,0.033227
720,1,90,0,0.023005
720,1,110,0,0.023410
720,1,130,0,0.020585
720,1,150,0,0.019111
720,1,170,0,0.021086
720,1,190,0,0.020746
720,1,210,0,0.020038
720,1,230,0,0.022584
720,1,250,0,0.021708
720,2,1,0,0.694594
720,2,10,0,0.074784
720,2,30,0,0.029252
720,2,50,0,0.018103
720,2,70,0,0.017576
720,2,90,0,0.011882
720,2,110,0,0.012032
720,2,130,0,0.010949
720,2,150,0,0.009779
720,2,170,0,0.010933
720,2,190,0,0.011134
720,2,210,0,0.010555
720,2,230,0,0.010363
720,2,250,0,0.010577
720,4,1,0,0.337982
720,4,10,0,0.038396
720,4,30,0,0.014885
720,4,50,0,0.009290
720,4,70,0,0.009173
720,4,90,0,0.005937
720,4,110,0,0.006820
720,4,130,0,0.007444
720,4,150,0,0.007684
720,4,170,0,0.008329
720,4,190,0,0.009949
720,4,210,0,0.011760
720,4,230,0,0.011553
720,4,250,0,0.014684
720,8,1,0,0.172753
720,8,10,0,0.019615
720,8,30,0,0.007882
720,8,50,0,0.005826
720,8,70,0,0.007640
720,8,90,0,0.004920
720,8,110,0,0.009757
720,8,130,0,0.012673
720,8,150,0,0.013112
720,8,170,0,0.011018
720,8,190,0,0.013017
720,8,210,0,0.014681
720,8,230,0,0.012914
720,8,250,0,0.012974
1080,1,1,0,2.928358
1080,1,10,0,0.328904
1080,1,30,0,0.130566
1080,1,50,0,0.080222
1080,1,70,0,0.077916
1080,1,90,0,0.052548
1080,1,110,0,0.053096
1080,1,130,0,0.048787
1080,1,150,0,0.043644
1080,1,170,0,0.048733
1080,1,190,0,0.046888
1080,1,210,0,0.044798
1080,1,230,0,0.042689
1080,1,250,0,0.041740
1080,2,1,0,1.495179
1080,2,10,0,0.169438
1080,2,30,0,0.066375
1080,2,50,0,0.040891
1080,2,70,0,0.039922
1080,2,90,0,0.026518
1080,2,110,0,0.026738
1080,2,130,0,0.024575
1080,2,150,0,0.022433
1080,2,170,0,0.024684
1080,2,190,0,0.024965
1080,2,210,0,0.024139
1080,2,230,0,0.023384
1080,2,250,0,0.023787
1080,4,1,0,0.763521
1080,4,10,0,0.087043
1080,4,30,0,0.033955
1080,4,50,0,0.021019
1080,4,70,0,0.020426
1080,4,90,0,0.014797
1080,4,110,0,0.015308
1080,4,130,0,0.016028
1080,4,150,0,0.018233
1080,4,170,0,0.020361
1080,4,190,0,0.022424
1080,4,210,0,0.027281
1080,4,230,0,0.031545
1080,4,250,0,0.025609
1080,8,1,0,0.391698
1080,8,10,0,0.044084
1080,8,30,0,0.018541
1080,8,50,0,0.014735
1080,8,70,0,0.017997
1080,8,90,0,0.019629
1080,8,110,0,0.025366
1080,8,130,0,0.024251
1080,8,150,0,0.030714
1080,8,170,0,0.032574
1080,8,190,0,0.024627
1080,8,210,0,0.035349
1080,8,230,0,0.036320
1080,8,250,0,0.029417
