2,1,0.000015
2,2,0.000138
2,4,0.003418
2,8,0.030773
2,16,0.000351
2,32,0.000436
2,1,0.000004
2,2,0.000052
2,4,0.000042
2,8,0.028235
2,16,0.000637
2,32,0.000642
4,1,0.000013
4,2,0.000118
4,4,0.000182
4,8,0.027678
4,16,0.000394
4,32,0.000442
4,1,0.000005
4,2,0.000029
4,4,0.000057
4,8,0.000075
4,16,0.017017
4,32,0.000546
8,1,0.000009
8,2,0.000071
8,4,0.000080
8,8,0.000140
8,16,0.000418
8,32,0.001129
8,1,0.000010
8,2,0.000049
8,4,0.000839
8,8,0.030561
8,16,0.000354
8,32,0.001845
16,1,0.000021
16,2,0.000091
16,4,0.000079
16,8,0.004071
16,16,0.000417
16,32,0.000466
16,1,0.000018
16,2,0.000043
16,4,0.000057
16,8,0.032975
16,16,0.012192
16,32,0.000434
32,1,0.000146
32,2,0.000177
32,4,0.000145
32,8,0.000191
32,16,0.000590
32,32,0.000864
32,1,0.000147
32,2,0.000164
32,4,0.000167
32,8,0.012843
32,16,0.012356
32,32,0.001427
64,1,0.000850
64,2,0.000515
64,4,0.000469
64,8,0.019759
64,16,0.014271
64,32,0.000881
64,1,0.000673
64,2,0.000442
64,4,0.000379
64,8,0.000318
64,16,0.013054
64,32,0.030338
128,1,0.010699
128,2,0.004076
128,4,0.002535
128,8,0.003735
128,16,0.002283
128,32,0.002236
128,1,0.004976
128,2,0.002561
128,4,0.001396
128,8,0.001646
128,16,0.009798
128,32,0.003636
256,1,0.040330
256,2,0.020195
256,4,0.010625
256,8,0.011528
256,16,0.011674
256,32,0.012886
256,1,0.049759
256,2,0.025163
256,4,0.012427
256,8,0.025367
256,16,0.017431
256,32,0.012581
512,1,0.299291
512,2,0.152243
512,4,0.090891
512,8,0.107990
512,16,0.109149
512,32,0.103195
512,1,0.299806
512,2,0.151467
512,4,0.092242
512,8,0.116661
512,16,0.100016
512,32,0.101723
1024,1,2.393343
1024,2,1.203884
1024,4,0.737094
1024,8,0.761946
1024,16,0.992585
1024,32,1.042587
1024,1,2.511835
1024,2,1.477066
1024,4,0.982494
1024,8,1.041302
1024,16,1.027794
1024,32,1.043015
2048,1,23.326185
2048,2,14.567563
2048,4,9.757577
2048,8,9.794862
2048,16,9.642323
2048,32,9.590671
2048,1,20.194793
2048,2,12.800242
2048,4,8.051856
2048,8,8.796814
2048,16,8.409266
2048,32,8.403123
2,1,0.000023
2,2,0.000108
2,4,0.000177
2,8,0.014101
2,16,0.011472
2,32,0.001484
2,1,0.000006
2,2,0.000053
2,4,0.000081
2,8,0.032949
2,16,0.012566
2,32,0.000520
4,1,0.000005
4,2,0.000083
4,4,0.000066
4,8,0.000094
4,16,0.000490
4,32,0.000701
4,1,0.000006
4,2,0.004249
4,4,0.000126
4,8,0.043554
4,16,0.012200
4,32,0.000655
8,1,0.000030
8,2,0.000179
8,4,0.000197
8,8,0.062356
8,16,0.004934
8,32,0.001482
8,1,0.000020
8,2,0.001031
8,4,0.007967
8,8,0.050326
8,16,0.001514
8,32,0.000705
16,1,0.000013
16,2,0.000041
16,4,0.000051
16,8,0.027694
16,16,0.012034
16,32,0.000727
16,1,0.000021
16,2,0.000057
16,4,0.000051
16,8,0.042679
16,16,0.019672
16,32,0.000572
32,1,0.000182
32,2,0.000209
32,4,0.000202
32,8,0.000221
32,16,0.000942
32,32,0.000995
32,1,0.000315
32,2,0.000287
32,4,0.004356
32,8,0.015431
32,16,0.003347
32,32,0.000644
64,1,0.000832
64,2,0.000541
64,4,0.000348
64,8,0.000388
64,16,0.015361
64,32,0.000613
64,1,0.000652
64,2,0.000460
64,4,0.000281
64,8,0.022338
64,16,0.001359
64,32,0.000854
128,1,0.006745
128,2,0.003020
128,4,0.002892
128,8,0.043301
128,16,0.019630
128,32,0.005285
128,1,0.006428
128,2,0.003450
128,4,0.003804
128,8,0.027497
128,16,0.005568
128,32,0.003908
256,1,0.042050
256,2,0.021282
256,4,0.019473
256,8,0.028735
256,16,0.015831
256,32,0.012661
256,1,0.040887
256,2,0.038325
256,4,0.036275
256,8,0.075862
256,16,0.041498
256,32,0.025329
512,1,0.302447
512,2,0.154126
512,4,0.100226
512,8,0.096148
512,16,0.104539
512,32,0.092935
512,1,0.393664
512,2,0.154880
512,4,0.114721
512,8,0.109285
512,16,0.110487
512,32,0.098697
2,1,0.000011
2,2,0.000189
2,4,0.000215
2,8,0.036655
2,16,0.001061
2,32,0.000634
2,1,0.000005
2,2,0.000044
2,4,0.000080
2,8,0.000095
2,16,0.014870
2,32,0.000466
2,1,0.000011
2,2,0.000162
2,4,0.000203
2,8,0.022744
2,16,0.001399
2,32,0.001894
2,1,0.000007
2,2,0.000084
2,4,0.000083
2,8,0.024103
2,16,0.000559
2,32,0.000415
4,1,0.000004
4,2,0.000027
4,4,0.000044
4,8,0.021413
4,16,0.013082
4,32,0.000706
4,1,0.000004
4,2,0.000029
4,4,0.000059
4,8,0.000062
4,16,0.009902
4,32,0.000533
8,1,0.000012
8,2,0.000095
8,4,0.000087
8,8,0.043710
8,16,0.000824
8,32,0.000481
8,1,0.000006
8,2,0.000033
8,4,0.000066
8,8,0.000061
8,16,0.012925
8,32,0.000423
16,1,0.000056
16,2,0.000182
16,4,0.000221
16,8,0.048032
16,16,0.010691
16,32,0.000674
16,1,0.000014
16,2,0.002862
16,4,0.000097
16,8,0.031008
16,16,0.008432
16,32,0.000520
32,1,0.000355
32,2,0.000381
32,4,0.000366
32,8,0.044944
32,16,0.001402
32,32,0.000620
32,1,0.000108
32,2,0.000123
32,4,0.000132
32,8,0.064664
32,16,0.019548
32,32,0.018326
64,1,0.000660
64,2,0.000649
64,4,0.000450
64,8,0.016776
64,16,0.000567
64,32,0.001864
64,1,0.000729
64,2,0.000387
64,4,0.000256
64,8,0.001188
64,16,0.011280
64,32,0.000993
128,1,0.007846
128,2,0.005868
128,4,0.002653
128,8,0.042263
128,16,0.005252
128,32,0.006314
128,1,0.005846
128,2,0.002732
128,4,0.002494
128,8,0.052801
128,16,0.003822
128,32,0.002684
256,1,0.041851
256,2,0.020145
256,4,0.016118
256,8,0.012412
256,16,0.027341
256,32,0.012015
256,1,0.040198
256,2,0.026201
256,4,0.022313
256,8,0.050508
256,16,0.023588
256,32,0.014807
512,1,0.315445
512,2,0.162889
512,4,0.136483
512,8,0.096685
512,16,0.100109
512,32,0.091473
512,1,0.371250
512,2,0.157241
512,4,0.092769
512,8,0.105869
512,16,0.101860
512,32,0.101316
1024,1,2.440759
1024,2,1.331813
1024,4,0.780916
1024,8,0.793183
1024,16,0.771864
1024,32,0.771599
1024,1,2.443190
1024,2,1.262985
1024,4,0.994204
1024,8,1.061260
1024,16,1.078805
1024,32,1.032456
2048,1,19.835214
2048,2,12.368530
2048,4,8.170422
2048,8,9.465520
2048,16,10.019198
2048,32,9.253218
2048,1,23.590133
2048,2,12.773327
2048,4,8.518957
2048,8,9.230591
2048,16,9.300196
2048,32,8.810520
2,1,0.000008
2,2,0.000076
2,4,0.000093
2,8,0.000380
2,16,0.014610
2,32,0.000759
2,1,0.000002
2,2,0.000053
2,4,0.000079
2,8,0.000063
2,16,0.006454
2,32,0.000759
2,1,0.000008
2,2,0.000113
2,4,0.000129
2,8,0.028906
2,16,0.009580
2,32,0.000453
2,1,0.000003
2,2,0.000030
2,4,0.000057
2,8,0.000088
2,16,0.008764
2,32,0.000567
4,1,0.000006
4,2,0.000082
4,4,0.000098
4,8,0.000119
4,16,0.005833
4,32,0.001162
4,1,0.000005
4,2,0.000167
4,4,0.000093
4,8,0.021840
4,16,0.000462
4,32,0.000628
8,1,0.000025
8,2,0.000126
8,4,0.000199
8,8,0.021979
8,16,0.013320
8,32,0.000682
8,1,0.000007
8,2,0.000038
8,4,0.000047
8,8,0.000189
8,16,0.011821
8,32,0.000688
16,1,0.000086
16,2,0.000208
16,4,0.000237
16,8,0.043806
16,16,0.001396
16,32,0.000860
16,1,0.000019
16,2,0.000058
16,4,0.015339
16,8,0.033726
16,16,0.013299
16,32,0.000772
32,1,0.000093
32,2,0.000124
32,4,0.000098
32,8,0.022535
32,16,0.012026
32,32,0.000534
32,1,0.000079
32,2,0.000113
32,4,0.004472
32,8,0.000112
32,16,0.010239
32,32,0.000986
64,1,0.001526
64,2,0.000910
64,4,0.000791
64,8,0.025946
64,16,0.003941
64,32,0.000753
64,1,0.000810
64,2,0.000491
64,4,0.000870
64,8,0.014210
64,16,0.000706
64,32,0.007303
128,1,0.007817
128,2,0.005364
128,4,0.002706
128,8,0.029982
128,16,0.002728
128,32,0.003076
128,1,0.006323
128,2,0.004795
128,4,0.003454
128,8,0.055889
128,16,0.019636
128,32,0.004338
256,1,0.043047
256,2,0.073688
256,4,0.073086
256,8,0.072921
256,16,0.024991
256,32,0.013113
256,1,0.039592
256,2,0.029999
256,4,0.022078
256,8,0.024561
256,16,0.024204
256,32,0.013716
512,1,0.307245
512,2,0.167528
512,4,0.105211
512,8,0.095644
512,16,0.098573
512,32,0.098177
512,1,0.302386
512,2,0.164183
512,4,0.148332
512,8,0.110942
512,16,0.098947
512,32,0.095646
1024,1,2.493529
1024,2,1.324763
1024,4,0.872337
1024,8,0.802177
1024,16,0.872323
1024,32,0.835063
1024,1,2.726440
1024,2,1.597665
1024,4,1.317737
1024,8,1.184525
1024,16,1.104954
1024,32,1.049282
2048,1,20.957879
2048,2,12.432148
2048,4,8.376070
2048,8,9.012968
2048,16,8.553016
2048,32,8.877620
2,1,0.000016
2,2,0.003153
2,4,0.000224
2,8,0.066408
2,16,0.000494
2,32,0.000697
2,1,0.000004
2,2,0.000028
2,4,0.000049
2,8,0.019700
2,16,0.010675
2,32,0.000639
2,1,0.000005
2,2,0.000066
2,4,0.000074
2,8,0.014930
2,16,0.000641
2,32,0.000817
2,1,0.000005
2,2,0.000052
2,4,0.000065
2,8,0.000111
2,16,0.010727
2,32,0.000813
3,1,0.000007
3,2,0.000442
3,4,0.026561
3,8,0.034760
3,16,0.013906
3,32,0.001077
3,1,0.000005
3,2,0.000116
3,4,0.000082
3,8,0.037640
3,16,0.013850
3,32,0.000629
3,1,0.000015
3,2,0.000153
3,4,0.000212
3,8,0.026327
3,16,0.000963
3,32,0.000944
3,1,0.000005
3,2,0.000048
3,4,0.000070
3,8,0.018555
3,16,0.000427
